,0,1,2,3,4,label
195,"[1, 1380, 0]","[0, 20, 53]","[1, 1380, 68]","[1, 1380, 69]","[1, 252, 69]",211
196,"[1, 20, 0]","[1, 20, 0]","[1, 159, 0]","[1, 324, 0]","[1, 51, 0]",211
197,"[1, 143, 0]","[1, 1145, 0]","[1, 1380, 182]","[1, 98, 208]","[0, 20, 218]",211
198,"[1, 252, 0]","[1, 1380, 0]","[0, 32, 0]","[0, 32, 1]","[1, 1380, 11]",211
199,"[1, 254, 0]","[0, 20, 70]","[0, 20, 70]","[0, 541, 70]","[0, 541, 70]",211
200,"[1, 20, 0]","[0, 140, 126]","[0, 140, 427]","[1, 20, 458]","[1, 182, 458]",220
201,"[1, 140, 0]","[0, 20, 71]","[0, 159, 73]","[0, 343, 73]","[1, 20, 73]",220
202,"[1, 133, 0]","[1, 1583, 1]","[1, 145, 10]","[0, 20, 120]","[0, 20, 120]",220
203,"[1, 20, 0]","[1, 182, 0]","[1, 347, 0]","[1, 51, 0]","[1, 51, 0]",220
204,"[1, 140, 0]","[0, 20, 81]","[0, 182, 84]","[0, 343, 84]","[0, 51, 84]",220
205,"[1, 133, 0]","[1, 1597, 0]","[1, 145, 4]","[0, 32, 388]","[1, 1380, 831]",220
206,"[1, 133, 0]","[1, 1594, 0]","[1, 145, 10]","[0, 20, 261]","[0, 20, 261]",220
207,"[1, 133, 0]","[1, 1540, 0]","[1, 145, 13]","[0, 20, 72]","[0, 214, 75]",220
208,"[1, 133, 0]","[1, 1532, 0]","[1, 145, 10]","[0, 20, 77]","[0, 214, 83]",220
209,"[1, 20, 0]","[1, 191, 0]","[1, 78, 0]","[1, 1380, 0]","[0, 20, 1]",220
210,"[1, 133, 0]","[1, 1606, 1]","[1, 145, 22]","[0, 20, 110]","[0, 20, 116]",220
211,"[1, 133, 0]","[1, 1559, 0]","[1, 145, 4]","[0, 32, 102]","[0, 32, 104]",220
212,"[1, 20, 0]","[0, 140, 94]","[1, 20, 280]","[1, 159, 280]","[1, 343, 280]",220
213,"[1, 140, 0]","[0, 20, 69]","[0, 159, 72]","[0, 346, 72]","[1, 20, 73]",220
214,"[1, 20, 0]","[1, 20, 0]","[1, 159, 6]","[1, 347, 6]","[1, 51, 6]",220
215,"[1, 20, 0]","[1, 532, 0]","[1, 51, 0]","[0, 20, 0]","[0, 51, 0]",220
216,"[1, 140, 0]","[0, 20, 89]","[0, 159, 105]","[0, 342, 105]","[0, 51, 105]",220
217,"[1, 133, 0]","[1, 1560, 0]","[1, 145, 5]","[0, 32, 229]","[0, 32, 229]",220
218,"[1, 32, 0]","[0, 32, 86]","[1, 20, 86]","[1, 537, 87]","[0, 20, 171]",220
219,"[1, 32, 0]","[0, 32, 84]","[1, 20, 84]","[1, 537, 86]","[1, 537, 396]",220
220,"[1, 140, 0]","[0, 159, 90]","[0, 343, 92]","[0, 51, 92]","[1, 20, 92]",220
221,"[1, 133, 0]","[1, 1567, 0]","[1, 145, 14]","[0, 20, 81]","[0, 191, 85]",220
222,"[1, 20, 0]","[1, 1380, 4]","[1, 971, 4]","[0, 20, 5]","[0, 84, 18]",220
223,"[1, 20, 0]","[1, 159, 0]","[1, 346, 0]","[1, 51, 0]","[0, 20, 1]",220
224,"[1, 133, 0]","[1, 1555, 0]","[1, 145, 16]","[1, 1380, 304]","[0, 20, 344]",220
225,"[1, 133, 0]","[1, 1558, 0]","[1, 145, 21]","[0, 20, 88]","[0, 191, 93]",220
226,"[1, 140, 0]","[1, 140, 305]","[0, 159, 371]","[0, 343, 371]","[0, 51, 371]",220
227,"[1, 32, 0]","[0, 20, 0]","[0, 565, 7]","[1, 20, 96]","[1, 1380, 96]",220
228,"[0, 40, 0]","[1, 160, 64]","[1, 153, 97]","[1, 165, 97]","[0, 40, 116]",220
229,"[1, 40, 0]","[0, 40, 38]","[1, 160, 112]","[1, 153, 142]","[1, 165, 142]",220
230,"[0, 40, 0]","[1, 160, 129]","[1, 153, 157]","[1, 165, 157]","[0, 40, 185]",220
231,"[1, 40, 0]","[0, 40, 30]","[1, 160, 105]","[1, 153, 134]","[1, 165, 134]",220
232,"[0, 40, 0]","[1, 160, 49]","[1, 153, 78]","[1, 165, 78]","[0, 40, 110]",220
233,"[0, 552, 0]","[0, 71, 0]","[1, 40, 0]","[1, 71, 0]","[0, 40, 1]",220
234,"[0, 40, 0]","[1, 160, 83]","[1, 153, 128]","[1, 165, 130]","[0, 40, 135]",220
235,"[0, 40, 0]","[1, 160, 77]","[1, 153, 107]","[1, 165, 107]","[0, 40, 130]",220
236,"[0, 40, 0]","[1, 160, 83]","[1, 153, 113]","[1, 165, 115]","[0, 40, 138]",220
237,"[0, 40, 0]","[1, 160, 56]","[1, 153, 85]","[1, 165, 86]","[0, 40, 117]",220
238,"[0, 552, 0]","[0, 71, 0]","[1, 71, 0]","[0, 40, 0]","[1, 40, 0]",220
239,"[0, 40, 0]","[1, 160, 89]","[1, 153, 117]","[1, 165, 119]","[0, 40, 138]",220
240,"[0, 40, 0]","[1, 160, 72]","[1, 153, 101]","[1, 165, 102]","[0, 40, 122]",220
241,"[0, 40, 0]","[1, 160, 77]","[1, 153, 105]","[1, 165, 105]","[0, 40, 133]",220
242,"[0, 40, 0]","[0, 561, 0]","[1, 71, 1]","[0, 212, 14]","[0, 1431, 14]",220
243,"[1, 40, 0]","[0, 40, 42]","[1, 160, 100]","[1, 153, 129]","[1, 165, 130]",220
244,"[0, 40, 0]","[1, 160, 89]","[1, 153, 118]","[1, 165, 118]","[0, 40, 152]",220
245,"[0, 40, 0]","[1, 160, 89]","[1, 153, 133]","[1, 165, 134]","[0, 40, 139]",220
246,"[0, 40, 0]","[1, 160, 66]","[1, 153, 93]","[1, 165, 95]","[0, 40, 127]",220
247,"[0, 40, 0]","[1, 160, 79]","[1, 153, 113]","[1, 165, 113]","[0, 40, 135]",220
248,"[0, 40, 0]","[1, 160, 86]","[1, 153, 115]","[1, 165, 115]","[0, 40, 136]",220
249,"[0, 40, 0]","[1, 160, 51]","[1, 153, 81]","[1, 165, 81]","[0, 40, 107]",220
250,"[0, 40, 0]","[1, 160, 75]","[1, 153, 112]","[1, 165, 112]","[0, 40, 125]",220
251,"[0, 40, 0]","[1, 160, 85]","[1, 153, 114]","[1, 165, 115]","[0, 40, 137]",220
252,"[0, 40, 0]","[1, 160, 77]","[1, 153, 107]","[1, 165, 108]","[0, 40, 126]",220
253,"[0, 40, 0]","[1, 160, 57]","[1, 153, 86]","[1, 165, 87]","[0, 40, 110]",220
254,"[0, 40, 0]","[1, 160, 41]","[1, 153, 76]","[1, 165, 78]","[0, 40, 109]",220
255,"[0, 40, 0]","[1, 160, 69]","[1, 153, 97]","[1, 165, 98]","[0, 40, 121]",220
256,"[0, 40, 0]","[1, 160, 70]","[1, 153, 102]","[1, 165, 105]","[0, 40, 126]",220
257,"[0, 40, 0]","[1, 160, 58]","[1, 153, 86]","[1, 165, 87]","[0, 40, 113]",220
258,"[0, 40, 0]","[1, 160, 81]","[1, 153, 109]","[1, 165, 110]","[0, 40, 134]",220
259,"[0, 40, 0]","[1, 160, 93]","[1, 153, 120]","[1, 165, 121]","[0, 40, 145]",220
260,"[0, 40, 0]","[1, 160, 90]","[1, 153, 120]","[1, 165, 120]","[0, 40, 139]",220
261,"[0, 40, 0]","[1, 160, 70]","[1, 153, 98]","[1, 165, 99]","[0, 40, 126]",220
262,"[0, 40, 0]","[1, 160, 116]","[1, 153, 143]","[1, 165, 144]","[0, 40, 166]",220
263,"[0, 40, 0]","[1, 160, 96]","[1, 153, 126]","[1, 165, 129]","[0, 40, 146]",220
264,"[0, 40, 0]","[1, 160, 35]","[1, 153, 62]","[1, 165, 63]","[0, 40, 98]",220
265,"[0, 40, 0]","[1, 160, 88]","[1, 153, 117]","[1, 165, 117]","[0, 40, 138]",220
266,"[0, 40, 0]","[1, 160, 73]","[1, 153, 102]","[1, 165, 102]","[0, 40, 126]",220
267,"[0, 40, 0]","[1, 160, 103]","[1, 153, 133]","[1, 165, 133]","[0, 40, 153]",220
268,"[0, 40, 0]","[1, 160, 45]","[1, 153, 75]","[1, 165, 77]","[0, 40, 105]",220
269,"[0, 40, 0]","[1, 160, 46]","[1, 153, 80]","[1, 165, 81]","[0, 40, 110]",220
270,"[0, 40, 0]","[1, 160, 81]","[1, 153, 110]","[1, 165, 110]","[0, 40, 134]",220
271,"[0, 40, 0]","[1, 160, 77]","[1, 153, 125]","[0, 40, 127]","[1, 165, 127]",220
272,"[0, 40, 0]","[1, 160, 57]","[1, 153, 103]","[1, 165, 105]","[0, 40, 113]",220
273,"[0, 40, 0]","[1, 160, 71]","[1, 153, 100]","[1, 165, 101]","[0, 40, 124]",220
274,"[0, 40, 0]","[1, 160, 71]","[1, 153, 104]","[1, 165, 105]","[0, 40, 126]",220
275,"[0, 40, 0]","[1, 160, 73]","[1, 153, 105]","[1, 165, 106]","[0, 40, 126]",220
276,"[0, 40, 0]","[1, 160, 105]","[1, 153, 133]","[1, 165, 133]","[0, 40, 165]",220
277,"[0, 40, 0]","[1, 160, 80]","[1, 153, 109]","[1, 165, 109]","[0, 40, 129]",220
278,"[0, 40, 0]","[1, 160, 80]","[1, 153, 109]","[1, 165, 109]","[0, 40, 132]",220
279,"[0, 40, 0]","[1, 160, 34]","[1, 153, 62]","[1, 165, 64]","[0, 40, 97]",220
280,"[0, 1500, 0]","[0, 893, 0]","[1, 40, 0]","[1, 104, 2]","[1, 132, 2]",220
281,"[0, 40, 0]","[1, 160, 81]","[1, 153, 115]","[1, 165, 117]","[0, 40, 134]",220
282,"[0, 40, 0]","[1, 160, 107]","[1, 153, 137]","[1, 165, 139]","[0, 40, 159]",220
283,"[0, 40, 0]","[1, 160, 36]","[1, 153, 64]","[1, 165, 65]","[0, 40, 97]",220
284,"[0, 40, 0]","[1, 160, 92]","[1, 153, 122]","[1, 165, 124]","[0, 40, 148]",220
285,"[0, 40, 0]","[1, 160, 42]","[1, 153, 71]","[1, 165, 71]","[0, 40, 106]",220
286,"[0, 212, 0]","[0, 1431, 1]","[0, 1500, 1]","[0, 435, 1]","[0, 71, 1]",220
287,"[0, 40, 0]","[1, 160, 87]","[1, 153, 114]","[1, 165, 115]","[0, 40, 140]",220
288,"[0, 40, 0]","[1, 160, 87]","[1, 153, 114]","[1, 165, 116]","[0, 40, 137]",220
289,"[0, 40, 0]","[1, 160, 40]","[1, 153, 78]","[1, 165, 79]","[0, 40, 104]",220
290,"[0, 40, 0]","[1, 160, 87]","[1, 153, 116]","[1, 165, 117]","[0, 40, 140]",220
291,"[0, 40, 0]","[1, 160, 124]","[1, 153, 154]","[1, 165, 154]","[0, 40, 176]",220
292,"[0, 40, 0]","[1, 160, 39]","[1, 153, 72]","[1, 165, 74]","[0, 40, 102]",220
293,"[0, 40, 0]","[1, 160, 100]","[1, 153, 128]","[1, 165, 128]","[0, 40, 149]",220
294,"[0, 40, 0]","[1, 160, 90]","[1, 153, 118]","[1, 165, 120]","[0, 40, 140]",220
295,"[0, 40, 0]","[1, 160, 205]","[1, 153, 238]","[1, 165, 239]","[0, 40, 266]",220
296,"[0, 40, 0]","[1, 160, 94]","[1, 153, 123]","[1, 165, 125]","[0, 40, 144]",220
297,"[0, 40, 0]","[1, 160, 40]","[1, 153, 68]","[1, 165, 70]","[0, 40, 103]",220
298,"[1, 160, 0]","[1, 153, 29]","[1, 165, 30]","[0, 40, 49]","[0, 179, 51]",220
299,"[0, 552, 0]","[1, 71, 1]","[0, 40, 1]","[0, 71, 1]","[0, 212, 18]",220
300,"[1, 20, 0]","[1, 214, 9]","[1, 78, 30]","[0, 20, 30]","[1, 1380, 32]",221
301,"[1, 20, 0]","[0, 140, 166]","[1, 20, 244]","[1, 158, 245]","[1, 354, 245]",221
302,"[1, 140, 0]","[0, 20, 86]","[0, 159, 86]","[0, 357, 86]","[0, 51, 86]",221
303,"[1, 145, 0]","[0, 20, 43]","[0, 191, 104]","[1, 20, 155]","[0, 100, 162]",221
304,"[1, 159, 0]","[1, 357, 0]","[1, 20, 0]","[1, 51, 0]","[0, 20, 0]",221
305,"[1, 20, 0]","[1, 159, 4]","[1, 354, 4]","[1, 51, 4]","[0, 20, 4]",221
306,"[1, 133, 0]","[1, 1569, 1]","[1, 145, 17]","[0, 20, 302]","[0, 214, 302]",221
307,"[1, 133, 0]","[1, 1553, 0]","[1, 145, 13]","[0, 20, 82]","[0, 213, 90]",221
308,"[1, 20, 0]","[1, 20, 0]","[1, 1380, 13]","[1, 1380, 13]","[1, 700, 13]",221
309,"[1, 133, 0]","[1, 1584, 0]","[1, 145, 31]","[0, 32, 241]","[1, 1380, 301]",221
310,"[1, 78, 0]","[1, 1380, 0]","[1, 274, 0]","[1, 51, 0]","[1, 1380, 0]",221
311,"[1, 133, 0]","[1, 1580, 0]","[1, 145, 10]","[1, 1380, 305]","[0, 214, 336]",221
312,"[1, 140, 0]","[0, 20, 123]","[0, 182, 123]","[0, 353, 123]","[0, 51, 123]",221
313,"[1, 1380, 0]","[0, 20, 18]","[0, 214, 18]","[0, 78, 18]","[0, 1380, 18]",221
314,"[1, 32, 0]","[0, 32, 89]","[1, 20, 89]","[1, 1748, 91]","[0, 20, 171]",221
315,"[1, 140, 0]","[0, 20, 249]","[0, 182, 249]","[0, 354, 249]","[0, 51, 249]",221
316,"[1, 20, 0]","[0, 140, 157]","[1, 20, 232]","[1, 182, 232]","[1, 353, 232]",221
317,"[1, 133, 0]","[1, 1523, 0]","[1, 145, 26]","[0, 20, 221]","[0, 214, 221]",221
318,"[1, 32, 0]","[0, 32, 75]","[1, 20, 76]","[1, 1748, 77]","[0, 20, 155]",221
319,"[1, 20, 0]","[1, 182, 11]","[1, 354, 11]","[1, 51, 11]","[0, 20, 11]",221
320,"[1, 133, 0]","[1, 1571, 0]","[1, 145, 2]","[0, 20, 87]","[0, 20, 90]",221
321,"[1, 20, 0]","[1, 101, 11]","[1, 1380, 12]","[1, 274, 12]","[1, 51, 12]",221
322,"[1, 1380, 0]","[0, 32, 175]","[0, 20, 175]","[0, 1380, 175]","[0, 1380, 175]",221
323,"[1, 140, 0]","[1, 171, 64]","[0, 20, 151]","[0, 182, 151]","[0, 352, 151]",221
324,"[1, 192, 0]","[1, 1380, 0]","[1, 51, 0]","[1, 1380, 0]","[1, 567, 0]",221
325,"[1, 182, 0]","[1, 353, 0]","[1, 51, 0]","[1, 20, 0]","[0, 20, 0]",221
326,"[0, 40, 0]","[1, 160, 62]","[1, 153, 90]","[1, 165, 91]","[0, 40, 117]",221
327,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]",221
328,"[0, 40, 0]","[1, 160, 96]","[1, 153, 123]","[1, 165, 125]","[0, 40, 151]",221
329,"[0, 40, 0]","[1, 160, 99]","[1, 153, 129]","[1, 165, 130]","[0, 40, 153]",221
330,"[0, 40, 0]","[1, 160, 68]","[1, 153, 93]","[1, 165, 93]","[0, 40, 123]",221
331,"[0, 40, 0]","[1, 160, 39]","[1, 153, 68]","[1, 165, 68]","[0, 40, 103]",221
332,"[0, 40, 0]","[1, 160, 67]","[1, 153, 94]","[1, 165, 95]","[0, 40, 121]",221
333,"[0, 40, 0]","[1, 160, 63]","[1, 153, 91]","[1, 165, 93]","[0, 40, 118]",221
334,"[0, 40, 0]","[1, 160, 54]","[1, 153, 82]","[1, 165, 83]","[0, 40, 117]",221
335,"[0, 40, 0]","[1, 160, 40]","[1, 153, 64]","[1, 165, 65]","[0, 40, 103]",221
336,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 93]",221
337,"[1, 40, 0]","[0, 40, 38]","[1, 160, 97]","[1, 153, 126]","[1, 165, 127]",221
338,"[0, 40, 0]","[1, 160, 38]","[1, 153, 64]","[1, 165, 64]","[0, 40, 100]",221
339,"[0, 40, 0]","[1, 160, 112]","[1, 153, 141]","[1, 165, 141]","[0, 40, 168]",221
340,"[0, 40, 0]","[1, 160, 57]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]",221
341,"[0, 40, 0]","[1, 160, 72]","[1, 153, 100]","[1, 165, 100]","[0, 40, 127]",221
342,"[1, 52, 0]","[0, 52, 56]","[1, 40, 56]","[0, 40, 113]","[0, 40, 113]",221
343,"[1, 40, 0]","[0, 40, 34]","[1, 160, 90]","[1, 153, 117]","[1, 165, 117]",221
344,"[0, 1431, 0]","[0, 1431, 0]","[0, 484, 0]","[0, 81, 0]","[0, 71, 0]",221
345,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 85]","[0, 40, 114]",221
346,"[0, 40, 0]","[1, 160, 50]","[1, 153, 79]","[1, 165, 79]","[0, 40, 104]",221
347,"[1, 40, 0]","[0, 40, 34]","[1, 160, 92]","[1, 153, 118]","[1, 165, 119]",221
348,"[0, 40, 0]","[1, 160, 30]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]",221
349,"[0, 40, 0]","[1, 160, 61]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]",221
350,"[0, 552, 0]","[0, 71, 0]","[1, 40, 0]","[1, 71, 0]","[0, 212, 11]",221
351,"[0, 40, 0]","[1, 160, 63]","[1, 153, 89]","[1, 165, 90]","[0, 40, 117]",221
352,"[1, 40, 0]","[0, 40, 24]","[1, 160, 91]","[1, 153, 119]","[1, 165, 120]",221
353,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 116]",221
354,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]",221
355,"[0, 40, 0]","[1, 160, 54]","[1, 153, 81]","[1, 165, 81]","[0, 40, 109]",221
356,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 110]",221
357,"[0, 40, 0]","[1, 160, 59]","[1, 153, 85]","[1, 165, 86]","[0, 40, 114]",221
358,"[0, 40, 0]","[1, 160, 68]","[1, 153, 95]","[1, 165, 97]","[0, 40, 123]",221
359,"[0, 561, 0]","[1, 71, 0]","[0, 40, 1]","[1, 40, 1]","[0, 212, 14]",221
360,"[0, 40, 0]","[1, 160, 74]","[1, 153, 101]","[1, 165, 101]","[0, 40, 130]",221
361,"[0, 40, 0]","[1, 160, 63]","[1, 153, 95]","[1, 165, 95]","[0, 40, 119]",221
362,"[0, 552, 0]","[1, 71, 0]","[0, 71, 0]","[0, 40, 1]","[1, 40, 1]",221
363,"[0, 212, 0]","[0, 1431, 0]","[0, 1431, 0]","[0, 505, 0]","[0, 71, 0]",221
364,"[0, 40, 0]","[1, 160, 68]","[1, 153, 99]","[1, 165, 99]","[0, 40, 121]",221
365,"[0, 40, 0]","[1, 160, 63]","[1, 153, 93]","[1, 165, 94]","[0, 40, 126]",221
366,"[0, 40, 0]","[1, 160, 61]","[1, 153, 89]","[1, 165, 89]","[0, 40, 116]",221
367,"[0, 40, 0]","[1, 160, 102]","[1, 153, 131]","[1, 165, 131]","[0, 40, 156]",221
368,"[1, 40, 0]","[0, 40, 30]","[1, 160, 108]","[1, 153, 136]","[1, 165, 137]",221
369,"[0, 40, 0]","[1, 160, 57]","[1, 153, 83]","[1, 165, 84]","[0, 40, 112]",221
370,"[0, 40, 0]","[1, 160, 77]","[1, 153, 107]","[1, 165, 109]","[0, 40, 140]",221
371,"[0, 40, 0]","[1, 160, 53]","[1, 153, 82]","[1, 165, 82]","[0, 40, 108]",221
372,"[1, 40, 0]","[0, 40, 33]","[1, 160, 96]","[1, 153, 124]","[1, 165, 125]",221
373,"[0, 40, 0]","[1, 160, 31]","[1, 153, 58]","[1, 165, 59]","[0, 40, 94]",221
374,"[0, 40, 0]","[1, 160, 26]","[1, 153, 54]","[1, 165, 54]","[0, 40, 89]",221
375,"[0, 40, 0]","[1, 160, 28]","[1, 153, 61]","[1, 165, 63]","[0, 40, 92]",221
376,"[0, 40, 0]","[1, 160, 66]","[1, 153, 91]","[1, 165, 92]","[0, 40, 120]",221
377,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1500, 0]","[0, 435, 0]",221
378,"[0, 40, 0]","[1, 160, 52]","[1, 153, 78]","[1, 165, 79]","[0, 40, 107]",221
379,"[0, 40, 0]","[1, 160, 73]","[1, 153, 99]","[1, 165, 100]","[0, 40, 137]",221
380,"[1, 52, 0]","[0, 52, 55]","[1, 40, 55]","[0, 40, 111]","[0, 1500, 114]",221
381,"[0, 40, 0]","[1, 160, 62]","[1, 153, 88]","[1, 165, 89]","[0, 40, 116]",221
382,"[1, 40, 0]","[0, 40, 37]","[1, 160, 109]","[1, 153, 136]","[1, 165, 137]",221
383,"[0, 40, 0]","[1, 160, 62]","[1, 153, 91]","[1, 165, 91]","[0, 40, 116]",221
384,"[0, 40, 0]","[1, 160, 65]","[1, 153, 91]","[1, 165, 92]","[0, 40, 119]",221
385,"[0, 40, 0]","[1, 160, 65]","[1, 153, 93]","[1, 165, 94]","[0, 40, 119]",221
386,"[0, 40, 0]","[1, 160, 58]","[1, 153, 85]","[1, 165, 85]","[0, 40, 113]",221
387,"[0, 40, 0]","[1, 160, 65]","[1, 153, 92]","[1, 165, 92]","[0, 40, 118]",221
388,"[0, 212, 0]","[0, 1431, 0]","[1, 40, 0]","[0, 1431, 0]","[0, 504, 0]",221
389,"[0, 561, 0]","[1, 71, 1]","[0, 40, 1]","[1, 40, 1]","[0, 212, 8]",221
390,"[0, 40, 0]","[1, 160, 64]","[1, 153, 90]","[1, 165, 91]","[0, 40, 118]",221
391,"[0, 40, 0]","[1, 160, 63]","[1, 153, 92]","[1, 165, 93]","[0, 40, 118]",221
392,"[0, 40, 0]","[1, 160, 28]","[1, 153, 59]","[1, 165, 63]","[0, 40, 92]",221
393,"[0, 40, 0]","[1, 160, 67]","[1, 153, 93]","[1, 165, 94]","[0, 40, 122]",221
394,"[0, 40, 0]","[1, 160, 66]","[1, 153, 96]","[1, 165, 97]","[0, 40, 120]",221
395,"[0, 40, 0]","[1, 160, 68]","[1, 153, 97]","[1, 165, 98]","[0, 40, 123]",221
396,"[0, 40, 0]","[1, 160, 27]","[1, 153, 55]","[1, 165, 56]","[0, 40, 90]",221
397,"[0, 40, 0]","[1, 160, 71]","[1, 153, 97]","[1, 165, 97]","[0, 40, 125]",221
398,"[0, 40, 0]","[1, 160, 71]","[1, 153, 98]","[1, 165, 98]","[0, 40, 125]",221
399,"[1, 40, 0]","[0, 40, 41]","[1, 160, 135]","[1, 153, 163]","[1, 165, 165]",221
400,"[1, 60, 0]","[0, 60, 71]","[1, 52, 72]","[1, 725, 73]","[0, 52, 142]",310
401,"[1, 60, 0]","[1, 60, 1055]","[0, 60, 1279]","[1, 52, 1279]","[1, 725, 1284]",310
402,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 66]","[1, 725, 336]",310
403,"[1, 118, 0]","[0, 133, 371]","[0, 1443, 371]","[0, 546, 371]","[0, 1443, 371]",310
404,"[1, 118, 0]","[0, 124, 502]","[1, 64, 502]","[0, 133, 1699]","[1, 64, 1699]",310
405,"[1, 60, 0]","[0, 60, 15]","[1, 52, 16]","[1, 725, 16]","[0, 52, 69]",310
406,"[1, 118, 0]","[1, 118, 254]","[1, 118, 514]","[0, 52, 569]","[0, 133, 571]",310
407,"[1, 118, 0]","[0, 52, 11]","[0, 133, 20]","[1, 52, 20]","[0, 1443, 21]",310
408,"[1, 118, 0]","[0, 52, 55]","[0, 133, 61]","[0, 1451, 61]","[0, 1451, 61]",310
409,"[1, 118, 0]","[0, 133, 64]","[0, 1451, 64]","[0, 1451, 64]","[0, 413, 64]",310
410,"[1, 60, 0]","[0, 60, 127]","[1, 52, 127]","[1, 725, 127]","[0, 52, 190]",310
411,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 56]","[0, 52, 111]",310
412,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 127]",310
413,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 725, 73]","[0, 52, 145]",310
414,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 725, 60]","[0, 52, 115]",310
415,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 129]",310
416,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 725, 64]","[0, 52, 127]",310
417,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 725, 65]","[0, 52, 128]",310
418,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 725, 57]","[0, 52, 111]",310
419,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 654, 64]","[0, 52, 128]",310
420,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 65]","[0, 52, 129]",310
421,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 55]","[0, 52, 110]",310
422,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 654, 76]","[0, 52, 150]",310
423,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 142]",310
424,"[1, 60, 0]","[0, 60, 62]","[1, 52, 62]","[1, 654, 63]","[0, 52, 126]",310
425,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
426,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 654, 72]","[0, 52, 143]",310
427,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 654, 66]","[0, 52, 130]",310
428,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 654, 66]","[0, 52, 131]",310
429,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 57]","[0, 52, 112]",310
430,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 56]","[0, 52, 111]",310
431,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
432,"[1, 60, 0]","[1, 52, 57]","[1, 654, 58]","[1, 52, 119]","[1, 116, 133]",310
433,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 112]",310
434,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 56]","[0, 52, 111]",310
435,"[1, 60, 0]","[1, 52, 54]","[1, 654, 55]","[1, 52, 115]","[1, 52, 116]",310
436,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]",310
437,"[1, 60, 0]","[1, 52, 56]","[1, 654, 57]","[1, 52, 118]","[1, 52, 119]",310
438,"[1, 60, 0]","[1, 52, 56]","[1, 654, 56]","[1, 52, 117]","[1, 116, 134]",310
439,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 654, 55]","[0, 52, 109]",310
440,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]",310
441,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 57]","[0, 52, 112]",310
442,"[1, 60, 0]","[1, 52, 56]","[1, 654, 57]","[1, 52, 118]","[1, 52, 119]",310
443,"[1, 60, 0]","[1, 52, 55]","[1, 654, 55]","[1, 52, 114]","[1, 52, 114]",310
444,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 654, 56]","[0, 52, 111]",310
445,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 654, 55]","[0, 52, 110]",310
446,"[1, 60, 0]","[1, 52, 55]","[1, 654, 56]","[1, 52, 118]","[1, 116, 126]",310
447,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 725, 56]","[0, 52, 111]",310
