,0,1,2,3,4,label
700,"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 2026, 5]","[0, 52, 11]",321
701,"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 15]",321
702,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 12]",321
703,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 59]","[0, 52, 118]",321
704,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1883, 58]","[0, 52, 116]",321
705,"[1, 60, 0]","[0, 60, 70]","[1, 52, 70]","[1, 1819, 70]","[0, 52, 130]",321
706,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1883, 6]","[0, 52, 11]",321
707,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1883, 59]","[0, 52, 121]",321
708,"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 12]",321
709,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1883, 59]","[0, 52, 124]",321
710,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 56]","[0, 52, 111]",321
711,"[1, 60, 0]","[0, 60, 73]","[1, 52, 73]","[1, 1819, 73]","[0, 52, 147]",321
712,"[1, 60, 0]","[0, 60, 70]","[1, 52, 71]","[1, 1819, 71]","[0, 52, 141]",321
713,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1876, 73]","[0, 52, 146]",321
714,"[1, 60, 0]","[0, 60, 71]","[1, 52, 71]","[1, 1876, 72]","[0, 52, 144]",321
715,"[1, 60, 0]","[0, 60, 63]","[1, 52, 64]","[1, 1883, 64]","[0, 52, 127]",321
716,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1851, 65]","[0, 52, 128]",321
717,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1787, 64]","[0, 52, 128]",321
718,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 56]","[0, 52, 112]",321
719,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1876, 56]","[0, 52, 112]",321
720,"[1, 60, 0]","[0, 60, 70]","[1, 52, 70]","[1, 1787, 70]","[0, 52, 141]",321
721,"[1, 60, 0]","[0, 60, 75]","[1, 52, 75]","[1, 1883, 75]","[0, 52, 148]",321
722,"[1, 60, 0]","[0, 60, 72]","[1, 52, 72]","[1, 1883, 72]","[0, 52, 146]",321
723,"[1, 60, 0]","[0, 60, 63]","[1, 52, 63]","[1, 1876, 65]","[0, 52, 128]",321
724,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1876, 57]","[0, 52, 113]",321
725,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1819, 64]","[0, 52, 129]",321
726,"[1, 60, 0]","[0, 60, 64]","[1, 52, 64]","[1, 1851, 65]","[0, 52, 128]",321
727,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 57]","[0, 52, 113]",321
728,"[1, 60, 0]","[0, 60, 65]","[1, 52, 65]","[1, 1876, 66]","[0, 52, 130]",321
729,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1819, 57]","[0, 52, 114]",321
730,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 56]","[0, 52, 112]",321
731,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1883, 55]","[0, 52, 110]",321
732,"[1, 60, 0]","[0, 60, 61]","[1, 52, 61]","[1, 1883, 61]","[0, 52, 121]",321
733,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 55]","[0, 52, 110]",321
734,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1787, 56]","[0, 52, 110]",321
735,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1851, 58]","[0, 52, 114]",321
736,"[1, 60, 0]","[1, 52, 58]","[1, 1819, 59]","[1, 431, 181]","[1, 52, 188]",321
737,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 110]",321
738,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 56]","[0, 52, 112]",321
739,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1851, 59]","[0, 52, 117]",321
740,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 110]",321
741,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1787, 60]","[0, 52, 119]",321
742,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 118]",321
743,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 58]","[0, 52, 114]",321
744,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 57]","[0, 52, 113]",321
745,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 111]",321
746,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 118]",321
747,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1787, 58]","[0, 52, 116]",321
748,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 109]",321
749,"[1, 60, 0]","[1, 52, 59]","[1, 1787, 59]","[1, 52, 126]","[1, 116, 128]",321
750,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 57]","[0, 52, 112]",321
751,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 57]","[0, 52, 112]",321
752,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 55]","[0, 52, 110]",321
753,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 60]","[0, 52, 120]",321
754,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1819, 56]","[0, 52, 113]",321
755,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 57]","[0, 52, 113]",321
756,"[1, 60, 0]","[1, 52, 55]","[1, 1819, 56]","[1, 52, 118]","[1, 52, 119]",321
757,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1851, 55]","[0, 52, 109]",321
758,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 56]","[0, 52, 112]",321
759,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 60]","[0, 52, 119]",321
760,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 56]","[0, 52, 112]",321
761,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1883, 57]","[0, 52, 113]",321
762,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 56]","[0, 52, 112]",321
763,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1787, 57]","[0, 52, 114]",321
764,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 58]","[0, 52, 116]",321
765,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1819, 57]","[0, 52, 114]",321
766,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1787, 59]","[0, 52, 117]",321
767,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1819, 57]","[0, 52, 112]",321
768,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1819, 56]","[0, 52, 112]",321
769,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1851, 57]","[0, 52, 114]",321
770,"[1, 60, 0]","[0, 60, 57]","[1, 52, 58]","[1, 1819, 58]","[0, 52, 114]",321
771,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 56]","[0, 52, 112]",321
772,"[1, 60, 0]","[1, 52, 60]","[1, 1851, 60]","[1, 52, 120]","[1, 52, 123]",321
773,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1819, 57]","[0, 52, 114]",321
774,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 56]","[0, 52, 112]",321
775,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1851, 56]","[0, 52, 111]",321
776,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1883, 57]","[0, 52, 114]",321
777,"[1, 60, 0]","[0, 60, 60]","[1, 52, 60]","[1, 1851, 60]","[0, 52, 119]",321
778,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1787, 55]","[0, 52, 110]",321
779,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1883, 57]","[0, 52, 112]",321
780,"[1, 60, 0]","[1, 52, 57]","[1, 1883, 57]","[1, 52, 120]","[1, 52, 121]",321
781,"[1, 60, 0]","[0, 60, 58]","[1, 52, 58]","[1, 1819, 58]","[0, 52, 117]",321
782,"[1, 60, 0]","[0, 60, 57]","[1, 52, 57]","[1, 1851, 58]","[0, 52, 115]",321
783,"[1, 60, 0]","[1, 52, 55]","[1, 1883, 56]","[1, 52, 116]","[1, 52, 117]",321
784,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1851, 59]","[0, 52, 119]",321
785,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 110]",321
786,"[1, 60, 0]","[0, 60, 74]","[1, 52, 74]","[1, 1819, 74]","[0, 52, 129]",321
787,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 110]",321
788,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1819, 55]","[0, 52, 110]",321
789,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1883, 60]","[0, 52, 119]",321
790,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 56]","[0, 52, 112]",321
791,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 56]","[0, 52, 112]",321
792,"[1, 60, 0]","[0, 60, 54]","[1, 52, 54]","[1, 1883, 55]","[0, 52, 109]",321
793,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1787, 56]","[0, 52, 112]",321
794,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 56]","[0, 52, 112]",321
795,"[1, 60, 0]","[0, 60, 59]","[1, 52, 59]","[1, 1883, 60]","[0, 52, 119]",321
796,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1819, 56]","[0, 52, 112]",321
797,"[1, 60, 0]","[0, 60, 56]","[1, 52, 56]","[1, 1851, 56]","[0, 52, 112]",321
798,"[1, 60, 0]","[0, 60, 55]","[1, 52, 55]","[1, 1883, 55]","[0, 52, 110]",321
799,"[1, 60, 0]","[1, 52, 55]","[1, 1851, 56]","[1, 52, 116]","[1, 116, 121]",321
800,"[1, 118, 0]","[0, 133, 72]","[0, 1420, 72]","[1, 52, 72]","[0, 1420, 72]",410
801,"[1, 118, 0]","[0, 133, 64]","[0, 1420, 64]","[0, 1420, 64]","[0, 571, 64]",410
802,"[1, 118, 0]","[1, 118, 198]","[0, 133, 341]","[0, 1420, 341]","[0, 1420, 341]",410
803,"[1, 118, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 75, 60]","[0, 1420, 60]",410
804,"[1, 118, 0]","[0, 133, 64]","[1, 52, 64]","[0, 1420, 64]","[0, 75, 64]",410
805,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[1, 52, 55]","[0, 1420, 55]",410
806,"[1, 118, 0]","[0, 216, 56]","[0, 1420, 56]","[0, 1420, 56]","[0, 581, 56]",410
807,"[1, 118, 0]","[0, 133, 65]","[0, 1420, 65]","[0, 1420, 65]","[0, 570, 65]",410
808,"[1, 118, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 570, 60]",410
809,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 570, 54]",410
810,"[1, 118, 0]","[0, 135, 64]","[0, 1420, 64]","[0, 1420, 64]","[0, 571, 64]",410
811,"[1, 118, 0]","[0, 133, 58]","[0, 1420, 58]","[0, 1420, 58]","[0, 570, 58]",410
812,"[1, 118, 0]","[0, 133, 53]","[1, 52, 54]","[0, 1420, 54]","[0, 1420, 54]",410
813,"[1, 64, 0]","[0, 60, 46]","[1, 52, 47]","[1, 725, 70]","[0, 52, 114]",410
814,"[1, 118, 0]","[0, 133, 67]","[0, 1420, 67]","[1, 52, 67]","[1, 52, 67]",410
815,"[1, 118, 0]","[0, 133, 85]","[0, 1420, 85]","[0, 1420, 85]","[0, 570, 85]",410
816,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[1, 52, 55]",410
817,"[1, 118, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 580, 60]",410
818,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 569, 54]",410
819,"[1, 118, 0]","[0, 133, 66]","[0, 1420, 66]","[0, 1420, 66]","[0, 570, 66]",410
820,"[1, 118, 0]","[0, 133, 56]","[0, 1420, 56]","[0, 1420, 56]","[0, 570, 56]",410
821,"[1, 118, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 580, 60]",410
822,"[1, 118, 0]","[0, 133, 76]","[0, 1420, 76]","[0, 75, 76]","[0, 1420, 76]",410
823,"[1, 118, 0]","[0, 133, 71]","[0, 1420, 71]","[0, 75, 71]","[0, 1420, 71]",410
824,"[1, 118, 0]","[0, 133, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 570, 55]",410
825,"[1, 118, 0]","[0, 133, 66]","[0, 98, 66]","[1, 52, 67]","[0, 1420, 67]",410
826,"[1, 118, 0]","[0, 133, 73]","[0, 1420, 73]","[0, 1420, 73]","[0, 579, 73]",410
827,"[1, 118, 0]","[0, 133, 62]","[0, 1420, 62]","[0, 1420, 62]","[0, 580, 62]",410
828,"[1, 118, 0]","[0, 136, 56]","[0, 98, 56]","[0, 1420, 56]","[0, 1420, 56]",410
829,"[1, 118, 0]","[0, 133, 68]","[0, 1420, 68]","[1, 52, 69]","[0, 1420, 69]",410
830,"[1, 118, 0]","[0, 133, 88]","[1, 52, 88]","[0, 1500, 89]","[0, 1500, 89]",410
831,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 71]","[0, 1500, 71]",410
832,"[1, 118, 0]","[0, 216, 73]","[1, 52, 73]","[0, 1500, 73]","[0, 1500, 73]",410
833,"[1, 118, 0]","[0, 133, 85]","[0, 1500, 85]","[0, 1500, 85]","[1, 52, 85]",410
834,"[1, 118, 0]","[1, 118, 242]","[0, 64, 304]","[0, 133, 333]","[1, 52, 333]",410
835,"[1, 118, 0]","[0, 136, 71]","[0, 1500, 71]","[1, 52, 71]","[1, 52, 71]",410
836,"[1, 118, 0]","[0, 135, 67]","[1, 52, 67]","[0, 1500, 67]","[0, 1500, 67]",410
837,"[1, 118, 0]","[0, 133, 76]","[1, 52, 76]","[0, 1500, 76]","[0, 1500, 76]",410
838,"[1, 118, 0]","[0, 133, 74]","[1, 52, 74]","[0, 1500, 74]","[1, 52, 74]",410
839,"[1, 118, 0]","[0, 52, 98]","[0, 216, 110]","[1, 52, 110]","[0, 1500, 112]",410
840,"[1, 118, 0]","[0, 133, 73]","[1, 52, 73]","[0, 1500, 73]","[0, 1500, 73]",410
841,"[1, 118, 0]","[0, 133, 76]","[1, 52, 76]","[0, 1500, 77]","[0, 1500, 77]",410
842,"[1, 118, 0]","[0, 133, 67]","[0, 1500, 67]","[1, 52, 67]","[1, 52, 67]",410
843,"[1, 118, 0]","[0, 133, 106]","[0, 1500, 106]","[1, 52, 106]","[1, 52, 106]",410
844,"[1, 118, 0]","[0, 133, 87]","[0, 1500, 87]","[1, 52, 87]","[1, 52, 87]",410
845,"[1, 118, 0]","[0, 216, 90]","[1, 52, 90]","[0, 1500, 90]","[1, 52, 90]",410
846,"[1, 118, 0]","[0, 133, 92]","[1, 52, 92]","[0, 1500, 93]","[0, 1500, 93]",410
847,"[1, 118, 0]","[0, 52, 97]","[0, 136, 108]","[1, 52, 108]","[0, 1500, 108]",410
848,"[1, 118, 0]","[0, 133, 130]","[0, 1500, 130]","[1, 52, 130]","[1, 52, 130]",410
849,"[1, 118, 0]","[0, 133, 75]","[0, 1500, 75]","[0, 1500, 75]","[0, 348, 75]",410
850,"[1, 118, 0]","[0, 133, 100]","[0, 98, 100]","[1, 52, 100]","[1, 52, 100]",410
851,"[1, 118, 0]","[0, 133, 86]","[1, 52, 87]","[0, 1500, 87]","[0, 1500, 87]",410
852,"[1, 118, 0]","[0, 133, 64]","[1, 52, 64]","[0, 1500, 64]","[0, 1500, 64]",410
853,"[1, 118, 0]","[0, 133, 98]","[1, 52, 98]","[0, 1500, 98]","[0, 1500, 98]",410
854,"[1, 118, 0]","[0, 133, 78]","[1, 52, 78]","[0, 1500, 78]","[0, 1500, 78]",410
855,"[1, 118, 0]","[0, 52, 98]","[0, 133, 324]","[0, 1500, 324]","[1, 52, 324]",410
856,"[1, 118, 0]","[0, 133, 72]","[1, 52, 72]","[0, 1500, 72]","[1, 52, 72]",410
857,"[1, 118, 0]","[0, 133, 74]","[1, 52, 74]","[0, 1500, 74]","[1, 52, 74]",410
858,"[1, 118, 0]","[0, 133, 73]","[1, 52, 73]","[0, 1500, 73]","[0, 1500, 73]",410
859,"[1, 118, 0]","[0, 133, 84]","[1, 52, 84]","[0, 1500, 84]","[0, 1500, 84]",410
860,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 71]","[1, 52, 71]",410
861,"[1, 118, 0]","[0, 133, 66]","[1, 52, 67]","[0, 1500, 67]","[1, 52, 67]",410
862,"[1, 118, 0]","[0, 52, 98]","[0, 133, 98]","[0, 1500, 98]","[1, 52, 98]",410
863,"[1, 118, 0]","[0, 133, 94]","[0, 1500, 94]","[0, 1500, 95]","[0, 348, 95]",410
864,"[1, 118, 0]","[1, 118, 239]","[0, 64, 299]","[0, 133, 310]","[0, 1500, 310]",410
865,"[1, 118, 0]","[0, 133, 95]","[1, 52, 95]","[0, 98, 96]","[0, 1500, 96]",410
866,"[1, 118, 0]","[0, 133, 69]","[1, 52, 69]","[0, 1500, 69]","[1, 52, 69]",410
867,"[1, 118, 0]","[0, 133, 98]","[0, 1500, 98]","[1, 52, 98]","[1, 52, 98]",410
868,"[1, 118, 0]","[0, 52, 99]","[0, 133, 115]","[1, 52, 115]","[0, 1500, 115]",410
869,"[1, 118, 0]","[0, 133, 90]","[1, 52, 90]","[0, 1500, 90]","[0, 1500, 90]",410
870,"[1, 118, 0]","[0, 133, 95]","[0, 1500, 95]","[1, 52, 95]","[1, 52, 95]",410
871,"[1, 118, 0]","[0, 52, 99]","[0, 133, 305]","[0, 1500, 305]","[1, 52, 305]",410
872,"[1, 118, 0]","[0, 133, 77]","[1, 52, 77]","[0, 1500, 77]","[1, 52, 77]",410
873,"[1, 118, 0]","[0, 133, 73]","[0, 1500, 73]","[1, 52, 73]","[1, 52, 73]",410
874,"[1, 118, 0]","[0, 133, 94]","[0, 98, 94]","[0, 1500, 94]","[0, 1500, 94]",410
875,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 725, 62]","[0, 52, 113]",410
876,"[1, 118, 0]","[0, 133, 75]","[1, 52, 75]","[0, 1500, 76]","[0, 1500, 76]",410
877,"[1, 118, 0]","[0, 133, 94]","[0, 98, 94]","[1, 52, 94]","[1, 52, 94]",410
878,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 73]","[1, 52, 73]",410
879,"[1, 118, 0]","[0, 133, 66]","[1, 52, 66]","[0, 1500, 68]","[1, 52, 68]",410
880,"[1, 118, 0]","[0, 133, 77]","[0, 1500, 77]","[0, 1500, 77]","[0, 348, 77]",410
881,"[1, 118, 0]","[0, 216, 65]","[1, 52, 66]","[0, 1500, 66]","[0, 1500, 66]",410
882,"[1, 118, 0]","[0, 136, 90]","[0, 98, 90]","[0, 1500, 90]","[0, 1500, 90]",410
883,"[1, 118, 0]","[0, 133, 67]","[1, 52, 67]","[0, 1500, 67]","[0, 1500, 67]",410
884,"[1, 118, 0]","[1, 118, 244]","[0, 52, 246]","[0, 133, 246]","[1, 52, 246]",410
885,"[1, 118, 0]","[0, 133, 70]","[0, 1500, 70]","[0, 1500, 70]","[0, 348, 70]",410
886,"[1, 118, 0]","[0, 133, 79]","[0, 1500, 79]","[1, 52, 79]","[1, 52, 79]",410
887,"[1, 118, 0]","[0, 52, 98]","[0, 134, 100]","[1, 52, 100]","[0, 1500, 102]",410
888,"[1, 118, 0]","[0, 133, 81]","[1, 52, 81]","[0, 1500, 82]","[0, 1500, 82]",410
889,"[1, 118, 0]","[0, 133, 96]","[0, 98, 96]","[0, 83, 96]","[1, 52, 96]",410
890,"[1, 118, 0]","[1, 118, 257]","[1, 118, 624]","[0, 134, 649]","[0, 1500, 649]",410
891,"[1, 118, 0]","[0, 133, 84]","[1, 52, 84]","[0, 1500, 84]","[0, 1500, 84]",410
892,"[1, 118, 0]","[0, 133, 101]","[1, 52, 101]","[0, 1500, 102]","[1, 52, 102]",410
893,"[1, 118, 0]","[0, 52, 98]","[0, 133, 99]","[1, 52, 99]","[0, 1500, 100]",410
894,"[1, 118, 0]","[0, 133, 83]","[1, 52, 83]","[0, 1500, 83]","[0, 1500, 83]",410
895,"[1, 118, 0]","[0, 133, 77]","[1, 52, 77]","[0, 1500, 78]","[0, 1500, 78]",410
896,"[1, 118, 0]","[0, 133, 74]","[1, 52, 74]","[0, 1500, 74]","[1, 52, 74]",410
897,"[1, 118, 0]","[0, 133, 94]","[0, 1500, 94]","[1, 52, 94]","[0, 1500, 94]",410
898,"[1, 118, 0]","[0, 216, 76]","[0, 1500, 76]","[0, 1500, 76]","[0, 348, 76]",410
899,"[1, 118, 0]","[0, 133, 74]","[0, 1500, 74]","[0, 1500, 74]","[0, 358, 74]",410
900,"[1, 118, 0]","[0, 133, 63]","[0, 1420, 63]","[0, 1420, 63]","[0, 570, 63]",411
901,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 580, 54]",411
902,"[1, 118, 0]","[0, 133, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 570, 55]",411
903,"[1, 118, 0]","[0, 133, 63]","[0, 1420, 63]","[0, 75, 63]","[0, 1420, 63]",411
904,"[1, 118, 0]","[0, 133, 74]","[0, 1420, 74]","[0, 75, 74]","[1, 52, 74]",411
905,"[1, 118, 0]","[0, 133, 70]","[0, 1420, 70]","[0, 1420, 70]","[0, 570, 71]",411
906,"[1, 118, 0]","[1, 118, 201]","[0, 133, 232]","[0, 1420, 232]","[0, 1420, 232]",411
907,"[1, 118, 0]","[0, 133, 68]","[0, 1420, 68]","[0, 1420, 68]","[0, 580, 68]",411
908,"[1, 118, 0]","[0, 208, 59]","[0, 1420, 59]","[0, 1420, 59]","[0, 570, 59]",411
909,"[1, 118, 0]","[0, 133, 85]","[0, 1420, 85]","[0, 1420, 85]","[0, 570, 85]",411
910,"[1, 118, 0]","[0, 208, 55]","[0, 1420, 55]","[0, 1420, 55]","[0, 570, 55]",411
911,"[1, 118, 0]","[0, 133, 64]","[0, 1420, 64]","[0, 1420, 64]","[0, 580, 64]",411
912,"[1, 118, 0]","[0, 216, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 580, 60]",411
913,"[1, 118, 0]","[0, 133, 56]","[0, 1420, 56]","[0, 1420, 56]","[0, 580, 56]",411
914,"[1, 118, 0]","[0, 133, 166]","[1, 52, 167]","[0, 1420, 167]","[0, 1420, 167]",411
915,"[1, 266, 0]","[0, 208, 67]","[0, 1420, 67]","[0, 75, 67]","[1, 52, 68]",411
916,"[1, 118, 0]","[0, 133, 63]","[0, 1420, 63]","[0, 1420, 63]","[0, 580, 63]",411
917,"[1, 118, 0]","[0, 133, 70]","[0, 1420, 70]","[0, 1420, 70]","[0, 570, 70]",411
918,"[1, 118, 0]","[0, 52, 86]","[0, 133, 116]","[0, 1420, 116]","[0, 1420, 116]",411
919,"[1, 118, 0]","[0, 133, 61]","[1, 52, 61]","[0, 1420, 61]","[0, 1420, 61]",411
920,"[1, 118, 0]","[0, 52, 45]","[0, 133, 61]","[0, 1420, 62]","[0, 1420, 62]",411
921,"[1, 118, 0]","[0, 133, 54]","[0, 1420, 54]","[0, 1420, 54]","[0, 581, 54]",411
922,"[1, 118, 0]","[0, 133, 60]","[0, 1420, 60]","[0, 1420, 60]","[0, 570, 60]",411
923,"[1, 118, 0]","[0, 133, 151]","[0, 1420, 151]","[0, 1420, 151]","[0, 579, 151]",411
924,"[1, 118, 0]","[0, 133, 72]","[0, 1420, 72]","[0, 1420, 72]","[0, 580, 72]",411
925,"[1, 118, 0]","[0, 133, 53]","[0, 1420, 53]","[0, 1420, 53]","[0, 570, 53]",411
926,"[1, 118, 0]","[0, 133, 79]","[0, 1420, 79]","[0, 1420, 79]","[0, 580, 79]",411
927,"[1, 118, 0]","[0, 216, 58]","[0, 1420, 59]","[0, 1420, 59]","[0, 569, 59]",411
928,"[1, 118, 0]","[0, 136, 62]","[0, 1420, 62]","[0, 1420, 62]","[0, 570, 62]",411
929,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 1420, 48]","[1, 579, 48]",411
930,"[1, 118, 0]","[0, 133, 79]","[0, 98, 79]","[1, 52, 79]","[1, 52, 79]",411
931,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 71]","[0, 1500, 71]",411
932,"[1, 118, 0]","[0, 133, 81]","[1, 52, 81]","[0, 1500, 82]","[0, 1500, 82]",411
933,"[1, 118, 0]","[0, 133, 82]","[0, 1500, 82]","[0, 1500, 82]","[0, 348, 82]",411
934,"[1, 118, 0]","[0, 133, 72]","[0, 1500, 72]","[1, 52, 72]","[1, 52, 72]",411
935,"[1, 118, 0]","[0, 133, 82]","[1, 52, 82]","[0, 1500, 82]","[1, 52, 82]",411
936,"[1, 118, 0]","[0, 133, 72]","[1, 52, 72]","[0, 1500, 73]","[0, 1500, 73]",411
937,"[1, 118, 0]","[0, 52, 131]","[0, 133, 227]","[0, 1500, 227]","[0, 1500, 227]",411
938,"[1, 118, 0]","[0, 133, 75]","[0, 1500, 75]","[0, 1500, 75]","[0, 348, 75]",411
939,"[1, 118, 0]","[0, 133, 81]","[0, 1500, 81]","[0, 1500, 81]","[0, 348, 81]",411
940,"[1, 118, 0]","[0, 133, 68]","[1, 52, 68]","[0, 1500, 69]","[0, 1500, 69]",411
941,"[1, 118, 0]","[0, 133, 69]","[1, 52, 69]","[0, 1500, 70]","[0, 1500, 70]",411
942,"[1, 118, 0]","[0, 134, 92]","[1, 52, 92]","[0, 1500, 92]","[0, 1500, 92]",411
943,"[1, 118, 0]","[0, 133, 89]","[0, 1500, 89]","[0, 1500, 89]","[0, 358, 89]",411
944,"[1, 118, 0]","[0, 133, 86]","[1, 52, 86]","[0, 1500, 86]","[0, 1500, 86]",411
945,"[1, 118, 0]","[0, 216, 92]","[1, 52, 92]","[0, 1500, 94]","[1, 52, 94]",411
946,"[1, 118, 0]","[0, 133, 71]","[0, 1500, 71]","[1, 52, 71]","[1, 52, 71]",411
947,"[1, 118, 0]","[1, 118, 247]","[0, 133, 301]","[0, 1500, 301]","[0, 1500, 301]",411
