,0,1,2,3,4,5,6,7,8,9,label
943,"[1, 118, 0]","[0, 133, 89]","[0, 1500, 89]","[0, 1500, 89]","[0, 358, 89]","[0, 83, 89]","[1, 52, 89]","[1, 52, 89]","[1, 52, 89]","[1, 52, 89]",411
944,"[1, 118, 0]","[0, 133, 86]","[1, 52, 86]","[0, 1500, 86]","[0, 1500, 86]","[0, 348, 86]","[0, 93, 86]","[0, 83, 86]","[1, 52, 86]","[1, 52, 86]",411
945,"[1, 118, 0]","[0, 216, 92]","[1, 52, 92]","[0, 1500, 94]","[1, 52, 94]","[0, 1500, 96]","[0, 358, 96]","[0, 83, 96]","[1, 52, 96]","[1, 52, 97]",411
946,"[1, 118, 0]","[0, 133, 71]","[0, 1500, 71]","[1, 52, 71]","[1, 52, 71]","[0, 1500, 71]","[0, 348, 71]","[0, 93, 71]","[0, 83, 71]","[1, 52, 71]",411
947,"[1, 118, 0]","[1, 118, 247]","[0, 133, 301]","[0, 1500, 301]","[0, 1500, 301]","[0, 348, 301]","[0, 124, 301]","[1, 52, 301]","[1, 52, 301]","[1, 52, 301]",411
948,"[1, 118, 0]","[0, 133, 89]","[1, 52, 89]","[0, 1500, 91]","[1, 52, 91]","[0, 1500, 91]","[0, 349, 91]","[0, 93, 91]","[0, 83, 91]","[1, 52, 91]",411
949,"[1, 118, 0]","[0, 133, 85]","[1, 52, 85]","[0, 1500, 86]","[0, 1500, 86]","[0, 348, 86]","[0, 93, 86]","[0, 83, 86]","[1, 52, 86]","[1, 52, 87]",411
950,"[1, 118, 0]","[0, 133, 83]","[1, 52, 83]","[0, 1500, 83]","[0, 1500, 83]","[0, 349, 83]","[0, 93, 83]","[0, 83, 83]","[1, 52, 83]","[1, 52, 83]",411
951,"[1, 118, 0]","[0, 133, 83]","[0, 1500, 83]","[0, 1500, 83]","[0, 348, 83]","[0, 124, 83]","[1, 52, 83]","[1, 52, 83]","[1, 52, 83]","[1, 52, 84]",411
952,"[1, 118, 0]","[0, 133, 66]","[1, 52, 66]","[0, 1500, 68]","[0, 1500, 68]","[0, 348, 68]","[0, 93, 68]","[0, 83, 68]","[1, 52, 68]","[1, 52, 68]",411
953,"[1, 118, 0]","[1, 118, 246]","[0, 64, 470]","[0, 133, 494]","[0, 1500, 495]","[1, 52, 495]","[1, 52, 495]","[0, 1500, 495]","[0, 349, 495]","[0, 124, 495]",411
954,"[1, 118, 0]","[0, 133, 72]","[1, 52, 72]","[0, 1500, 73]","[0, 1500, 73]","[0, 358, 73]","[0, 83, 73]","[1, 52, 73]","[1, 52, 73]","[1, 52, 73]",411
955,"[1, 118, 0]","[0, 133, 73]","[1, 52, 73]","[0, 1500, 74]","[0, 1500, 74]","[0, 348, 74]","[0, 124, 74]","[1, 52, 74]","[1, 52, 74]","[1, 52, 74]",411
956,"[1, 118, 0]","[0, 133, 90]","[0, 1500, 90]","[0, 1500, 90]","[0, 348, 90]","[0, 93, 90]","[0, 83, 90]","[1, 52, 90]","[1, 52, 90]","[1, 52, 90]",411
957,"[1, 118, 0]","[0, 133, 99]","[1, 52, 99]","[0, 1500, 99]","[0, 1500, 99]","[1, 52, 99]","[1, 52, 99]","[0, 348, 99]","[0, 93, 99]","[0, 83, 99]",411
958,"[1, 118, 0]","[0, 135, 72]","[0, 1500, 72]","[0, 1500, 72]","[0, 348, 72]","[0, 124, 72]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]",411
959,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 71]","[0, 1500, 71]","[0, 348, 71]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]","[0, 93, 72]",411
960,"[1, 118, 0]","[0, 133, 82]","[1, 52, 82]","[0, 1500, 82]","[1, 52, 82]","[0, 1500, 82]","[0, 348, 82]","[0, 124, 82]","[1, 52, 82]","[1, 52, 82]",411
961,"[1, 118, 0]","[1, 118, 240]","[0, 133, 483]","[0, 1500, 483]","[0, 1500, 483]","[0, 347, 483]","[0, 124, 483]","[0, 124, 483]","[0, 133, 483]","[1, 52, 483]",411
962,"[1, 118, 0]","[0, 133, 70]","[1, 52, 71]","[0, 1500, 72]","[0, 1500, 72]","[0, 348, 72]","[0, 93, 72]","[0, 83, 72]","[1, 52, 72]","[1, 52, 72]",411
963,"[1, 118, 0]","[0, 133, 77]","[1, 52, 77]","[0, 1443, 77]","[1, 52, 77]","[0, 1500, 77]","[0, 521, 77]","[1, 52, 77]","[1, 52, 77]","[1, 128, 183]",411
964,"[1, 118, 0]","[0, 133, 88]","[1, 52, 88]","[0, 1500, 89]","[0, 1500, 89]","[0, 349, 89]","[0, 93, 89]","[0, 83, 89]","[1, 52, 89]","[1, 52, 89]",411
965,"[1, 118, 0]","[0, 216, 86]","[1, 52, 86]","[0, 1500, 86]","[0, 1500, 86]","[0, 348, 86]","[0, 93, 86]","[0, 83, 86]","[1, 52, 87]","[1, 52, 87]",411
966,"[1, 118, 0]","[1, 118, 240]","[0, 133, 271]","[0, 1500, 271]","[0, 1500, 271]","[0, 349, 271]","[0, 124, 271]","[1, 52, 271]","[1, 52, 271]","[1, 52, 272]",411
967,"[1, 118, 0]","[0, 52, 103]","[0, 133, 108]","[1, 52, 108]","[0, 1500, 109]","[0, 1500, 109]","[0, 348, 109]","[0, 124, 109]","[1, 52, 109]","[1, 52, 109]",411
968,"[1, 118, 0]","[1, 118, 259]","[0, 133, 283]","[0, 1500, 283]","[0, 1500, 283]","[0, 348, 283]","[0, 124, 283]","[1, 52, 283]","[1, 52, 283]","[1, 52, 284]",411
969,"[1, 118, 0]","[0, 133, 71]","[0, 1500, 71]","[0, 1500, 71]","[0, 358, 72]","[0, 83, 72]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]",411
970,"[1, 64, 0]","[0, 60, 68]","[1, 52, 68]","[1, 1440, 69]","[1, 1050, 69]","[0, 52, 129]","[0, 52, 129]","[0, 1427, 133]","[1, 52, 133]","[1, 116, 136]",411
971,"[1, 118, 0]","[0, 133, 156]","[0, 1500, 156]","[0, 1500, 156]","[0, 348, 156]","[0, 124, 156]","[1, 52, 156]","[1, 52, 156]","[1, 52, 156]","[1, 52, 156]",411
972,"[1, 118, 0]","[0, 133, 82]","[1, 52, 82]","[0, 1443, 84]","[0, 1500, 84]","[0, 521, 84]","[1, 52, 84]","[1, 52, 84]","[1, 52, 84]","[1, 52, 84]",411
973,"[1, 118, 0]","[0, 133, 67]","[0, 1500, 67]","[0, 1500, 67]","[0, 358, 67]","[0, 83, 67]","[1, 52, 67]","[1, 52, 67]","[1, 52, 67]","[1, 52, 67]",411
974,"[1, 118, 0]","[0, 133, 66]","[0, 1500, 66]","[0, 1500, 66]","[0, 348, 66]","[0, 93, 66]","[0, 83, 66]","[1, 52, 66]","[1, 52, 66]","[1, 52, 66]",411
975,"[1, 118, 0]","[0, 133, 73]","[0, 1500, 73]","[1, 52, 73]","[0, 1500, 73]","[1, 52, 73]","[1, 52, 73]","[1, 52, 73]","[0, 348, 73]","[0, 124, 73]",411
976,"[1, 118, 0]","[0, 133, 75]","[1, 52, 75]","[0, 1500, 75]","[1, 52, 75]","[0, 1500, 75]","[0, 348, 75]","[0, 124, 75]","[1, 52, 75]","[1, 52, 75]",411
977,"[1, 118, 0]","[0, 133, 74]","[0, 1500, 74]","[0, 1500, 74]","[0, 348, 74]","[0, 93, 74]","[0, 83, 74]","[1, 52, 74]","[1, 52, 74]","[1, 52, 74]",411
978,"[1, 118, 0]","[0, 133, 70]","[1, 52, 70]","[0, 1500, 70]","[1, 52, 70]","[0, 1500, 70]","[0, 358, 70]","[0, 83, 70]","[1, 52, 70]","[1, 52, 70]",411
979,"[1, 118, 0]","[0, 133, 78]","[1, 52, 78]","[0, 1500, 78]","[0, 1500, 78]","[0, 348, 78]","[0, 93, 78]","[0, 83, 78]","[1, 52, 78]","[1, 52, 78]",411
980,"[1, 118, 0]","[0, 133, 79]","[1, 52, 79]","[0, 1500, 79]","[1, 52, 79]","[0, 1500, 81]","[0, 347, 81]","[0, 93, 81]","[0, 83, 81]","[1, 52, 81]",411
981,"[1, 118, 0]","[0, 133, 66]","[1, 52, 67]","[0, 1500, 67]","[1, 52, 67]","[0, 1500, 69]","[0, 348, 69]","[0, 93, 69]","[0, 83, 69]","[1, 52, 69]",411
982,"[1, 118, 0]","[0, 133, 72]","[1, 52, 72]","[0, 1500, 72]","[0, 1500, 72]","[0, 348, 72]","[0, 93, 72]","[1, 52, 72]","[1, 52, 72]","[1, 52, 72]",411
983,"[1, 118, 0]","[0, 133, 78]","[1, 52, 78]","[0, 1500, 78]","[0, 1500, 78]","[1, 52, 78]","[1, 52, 78]","[0, 359, 78]","[1, 52, 78]","[0, 83, 78]",411
984,"[1, 118, 0]","[0, 133, 67]","[1, 52, 67]","[0, 1500, 67]","[0, 1500, 67]","[0, 349, 67]","[0, 124, 67]","[1, 52, 67]","[1, 52, 67]","[1, 52, 67]",411
985,"[1, 118, 0]","[0, 133, 69]","[1, 52, 70]","[0, 1500, 70]","[0, 1500, 70]","[0, 348, 70]","[0, 93, 70]","[0, 83, 70]","[1, 52, 70]","[1, 52, 70]",411
986,"[1, 118, 0]","[0, 133, 68]","[0, 98, 68]","[1, 52, 68]","[1, 52, 68]","[0, 1500, 68]","[0, 1500, 68]","[0, 338, 68]","[0, 93, 68]","[0, 83, 68]",411
987,"[1, 118, 0]","[0, 133, 66]","[1, 52, 66]","[0, 1500, 67]","[0, 1500, 67]","[0, 348, 67]","[1, 52, 67]","[1, 52, 67]","[1, 52, 67]","[0, 93, 67]",411
988,"[1, 118, 0]","[0, 133, 67]","[1, 52, 67]","[0, 1500, 68]","[0, 1500, 68]","[0, 348, 68]","[1, 52, 68]","[1, 52, 69]","[1, 52, 69]","[1, 52, 69]",411
989,"[1, 118, 0]","[0, 133, 87]","[1, 52, 87]","[0, 1500, 87]","[0, 1500, 87]","[0, 348, 87]","[0, 93, 87]","[0, 83, 87]","[1, 52, 87]","[1, 52, 87]",411
990,"[1, 118, 0]","[0, 133, 86]","[1, 52, 86]","[0, 1500, 87]","[0, 1500, 87]","[0, 348, 87]","[0, 124, 87]","[1, 52, 87]","[1, 52, 87]","[1, 52, 87]",411
991,"[1, 118, 0]","[0, 133, 67]","[1, 52, 67]","[0, 1500, 68]","[0, 1500, 68]","[0, 348, 68]","[0, 93, 68]","[0, 83, 68]","[1, 52, 68]","[1, 52, 68]",411
992,"[1, 118, 0]","[0, 52, 101]","[0, 133, 109]","[1, 52, 110]","[0, 1443, 110]","[0, 1500, 110]","[0, 459, 110]","[1, 52, 110]","[1, 52, 110]","[1, 52, 110]",411
993,"[1, 118, 0]","[0, 133, 72]","[1, 52, 72]","[0, 1500, 77]","[0, 1500, 77]","[0, 348, 77]","[0, 93, 77]","[0, 83, 77]","[1, 52, 77]","[1, 52, 77]",411
994,"[1, 118, 0]","[0, 133, 90]","[1, 52, 90]","[0, 1500, 90]","[0, 1500, 90]","[0, 348, 90]","[0, 93, 90]","[0, 83, 90]","[1, 52, 90]","[1, 52, 90]",411
995,"[1, 118, 0]","[0, 133, 76]","[1, 52, 76]","[0, 1500, 77]","[0, 1500, 77]","[0, 348, 77]","[0, 93, 77]","[0, 83, 77]","[1, 52, 77]","[1, 52, 77]",411
996,"[1, 118, 0]","[0, 133, 66]","[1, 52, 66]","[0, 98, 68]","[1, 52, 68]","[0, 1500, 68]","[0, 1500, 68]","[1, 52, 68]","[1, 52, 68]","[1, 52, 68]",411
997,"[1, 118, 0]","[0, 133, 66]","[1, 52, 66]","[0, 1500, 66]","[0, 1500, 66]","[1, 52, 66]","[1, 52, 66]","[1, 52, 66]","[0, 348, 66]","[0, 93, 66]",411
998,"[1, 118, 0]","[0, 133, 71]","[1, 52, 71]","[0, 1500, 72]","[0, 1500, 72]","[0, 349, 72]","[0, 93, 72]","[0, 83, 72]","[1, 52, 72]","[1, 52, 72]",411
999,"[1, 118, 0]","[0, 133, 69]","[1, 52, 69]","[0, 1500, 69]","[0, 1500, 69]","[1, 52, 69]","[1, 52, 69]","[1, 52, 69]","[0, 348, 69]","[0, 124, 69]",411
1000,"[1, 64, 0]","[0, 60, 44]","[1, 52, 44]","[1, 629, 45]","[0, 52, 90]","[0, 1420, 95]","[0, 1071, 95]","[1, 52, 95]","[1, 116, 102]","[1, 144, 103]",420
1001,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 597, 47]","[0, 52, 92]","[0, 1420, 99]","[0, 1071, 99]","[1, 52, 100]","[1, 116, 119]","[1, 144, 120]",420
1002,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 570, 47]","[0, 52, 93]","[0, 1420, 99]","[0, 1071, 99]","[1, 52, 99]","[1, 116, 112]","[1, 144, 112]",420
1003,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 570, 48]","[0, 52, 94]","[0, 1420, 118]","[0, 1069, 118]","[1, 52, 118]","[1, 52, 118]","[1, 116, 141]",420
1004,"[1, 129, 0]","[1, 91, 0]","[1, 844, 1]","[1, 105, 138]","[1, 1013, 297]","[0, 52, 432]","[0, 91, 432]","[1, 52, 432]","[0, 64, 432]","[0, 134, 552]",420
1005,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 597, 46]","[0, 52, 91]","[0, 1420, 103]","[0, 1069, 103]","[1, 52, 103]","[1, 116, 116]","[1, 144, 116]",420
1006,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 570, 48]","[0, 52, 93]","[0, 1420, 99]","[0, 1071, 99]","[1, 52, 99]","[1, 116, 107]","[1, 144, 109]",420
1007,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 570, 46]","[0, 52, 91]","[0, 1420, 96]","[0, 1071, 96]","[1, 52, 96]","[1, 116, 104]","[1, 144, 105]",420
1008,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 661, 46]","[0, 52, 91]","[0, 1420, 99]","[0, 1070, 99]","[1, 52, 100]","[1, 116, 109]","[1, 144, 115]",420
1009,"[1, 105, 0]","[1, 91, 1]","[0, 52, 48]","[0, 91, 48]","[1, 52, 48]","[0, 133, 57]","[1, 52, 57]","[0, 1420, 59]","[0, 75, 59]","[0, 1420, 59]",420
1010,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 570, 46]","[0, 52, 94]","[0, 1420, 100]","[0, 1069, 100]","[1, 52, 100]","[1, 116, 111]","[1, 144, 116]",420
1011,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 597, 49]","[0, 52, 93]","[0, 1420, 102]","[0, 1070, 102]","[1, 52, 103]","[1, 116, 112]","[1, 144, 113]",420
1012,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 629, 45]","[0, 52, 91]","[0, 1420, 98]","[0, 1071, 98]","[1, 52, 98]","[1, 116, 111]","[1, 144, 113]",420
1013,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 661, 46]","[0, 52, 91]","[0, 1420, 95]","[0, 1070, 95]","[1, 52, 96]","[1, 116, 101]","[1, 144, 101]",420
1014,"[1, 64, 0]","[0, 60, 48]","[1, 52, 48]","[1, 661, 49]","[0, 52, 94]","[0, 1420, 101]","[0, 1071, 101]","[1, 52, 101]","[1, 116, 107]","[1, 144, 108]",420
1015,"[1, 64, 0]","[0, 60, 49]","[1, 52, 49]","[1, 661, 49]","[0, 52, 97]","[0, 1420, 103]","[0, 1070, 103]","[1, 52, 103]","[1, 116, 120]","[1, 144, 120]",420
1016,"[1, 64, 0]","[0, 60, 47]","[1, 52, 47]","[1, 629, 48]","[0, 52, 93]","[0, 1420, 103]","[0, 1069, 103]","[1, 52, 103]","[1, 52, 103]","[1, 116, 110]",420
1017,"[1, 64, 0]","[0, 60, 44]","[1, 52, 44]","[1, 629, 45]","[0, 52, 90]","[0, 1420, 97]","[0, 1069, 97]","[1, 52, 97]","[1, 52, 97]","[1, 116, 106]",420
1018,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 661, 47]","[0, 52, 95]","[0, 1420, 105]","[0, 1070, 105]","[1, 52, 105]","[1, 116, 113]","[1, 144, 114]",420
1019,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 597, 47]","[0, 52, 93]","[0, 1420, 102]","[0, 1070, 102]","[1, 52, 102]","[1, 116, 108]","[1, 144, 108]",420
1020,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 570, 47]","[0, 52, 92]","[0, 1420, 99]","[0, 1059, 99]","[1, 52, 99]","[1, 116, 111]","[1, 144, 114]",420
1021,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 629, 45]","[0, 52, 90]","[0, 1420, 97]","[0, 1059, 97]","[1, 52, 97]","[1, 116, 108]","[1, 144, 114]",420
1022,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 597, 46]","[0, 52, 91]","[0, 1420, 100]","[0, 1060, 101]","[1, 52, 101]","[1, 116, 120]","[1, 144, 121]",420
1023,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 597, 47]","[0, 52, 92]","[0, 1420, 99]","[0, 1058, 99]","[1, 52, 99]","[1, 116, 107]","[1, 144, 107]",420
1024,"[1, 64, 0]","[0, 60, 44]","[1, 52, 45]","[1, 597, 45]","[0, 52, 90]","[0, 1420, 101]","[0, 1060, 101]","[1, 52, 102]","[1, 116, 119]","[1, 144, 120]",420
1025,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 661, 46]","[0, 52, 91]","[0, 1420, 97]","[0, 1059, 97]","[1, 52, 97]","[1, 116, 104]","[1, 144, 104]",420
1026,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 597, 46]","[0, 52, 91]","[0, 1420, 104]","[0, 1059, 104]","[1, 52, 104]","[1, 116, 112]","[1, 144, 112]",420
1027,"[1, 64, 0]","[0, 60, 46]","[1, 52, 46]","[1, 597, 48]","[0, 52, 94]","[0, 1420, 98]","[0, 1060, 98]","[1, 52, 98]","[1, 116, 110]","[1, 144, 111]",420
1028,"[1, 64, 0]","[0, 60, 45]","[1, 52, 46]","[1, 597, 46]","[0, 52, 91]","[0, 1420, 103]","[0, 1059, 103]","[1, 52, 103]","[1, 116, 110]","[1, 144, 111]",420
1029,"[1, 64, 0]","[0, 60, 45]","[1, 52, 45]","[1, 629, 46]","[0, 52, 90]","[0, 1420, 99]","[0, 1058, 99]","[1, 52, 99]","[1, 116, 108]","[1, 144, 108]",420
1030,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 629, 56]","[0, 52, 111]","[0, 1500, 114]","[1, 52, 114]","[0, 999, 114]","[1, 52, 114]","[1, 116, 123]",420
1031,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 569, 57]","[0, 52, 112]","[0, 1500, 116]","[1, 52, 116]","[0, 925, 116]","[1, 52, 116]","[1, 116, 129]",420
1032,"[1, 64, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 60]","[0, 52, 120]","[0, 1500, 123]","[0, 1000, 123]","[1, 52, 123]","[1, 52, 123]","[1, 116, 132]",420
1033,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 629, 52]","[0, 52, 105]","[0, 1500, 107]","[0, 1001, 107]","[1, 52, 107]","[1, 52, 107]","[1, 116, 120]",420
1034,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 569, 61]","[0, 52, 122]","[0, 1500, 125]","[0, 925, 125]","[1, 52, 125]","[1, 52, 125]","[1, 116, 133]",420
1035,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 569, 58]","[0, 52, 112]","[0, 1500, 116]","[1, 52, 116]","[0, 924, 116]","[1, 52, 116]","[1, 116, 120]",420
1036,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 569, 52]","[0, 52, 103]","[0, 1500, 107]","[1, 52, 107]","[0, 925, 108]","[1, 52, 108]","[1, 116, 120]",420
1037,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 569, 56]","[0, 52, 110]","[0, 1500, 113]","[1, 52, 113]","[0, 925, 113]","[1, 52, 113]","[1, 116, 121]",420
1038,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 569, 61]","[0, 52, 126]","[0, 1500, 130]","[1, 52, 130]","[0, 924, 130]","[1, 52, 130]","[1, 116, 142]",420
1039,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 569, 52]","[0, 52, 103]","[0, 1500, 107]","[1, 52, 107]","[0, 924, 107]","[1, 52, 107]","[1, 116, 114]",420
1040,"[1, 105, 0]","[0, 133, 70]","[0, 1443, 70]","[1, 52, 70]","[1, 52, 70]","[0, 1500, 70]","[0, 459, 70]","[0, 83, 70]","[1, 52, 70]","[1, 52, 70]",420
1041,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 629, 53]","[0, 52, 131]","[0, 1500, 135]","[1, 52, 135]","[0, 1000, 135]","[1, 52, 135]","[1, 116, 143]",420
1042,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 569, 55]","[0, 52, 109]","[0, 1500, 112]","[1, 52, 113]","[0, 926, 113]","[1, 52, 113]","[1, 116, 120]",420
1043,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 597, 57]","[0, 52, 114]","[0, 1500, 119]","[1, 52, 119]","[0, 1000, 119]","[1, 52, 119]","[1, 116, 130]",420
1044,"[1, 64, 0]","[0, 60, 53]","[1, 52, 53]","[1, 569, 53]","[0, 52, 109]","[0, 1500, 114]","[0, 924, 114]","[1, 52, 114]","[1, 52, 114]","[1, 116, 122]",420
1045,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 569, 61]","[0, 52, 120]","[0, 1500, 124]","[0, 924, 124]","[1, 52, 124]","[1, 52, 124]","[1, 116, 132]",420
1046,"[1, 64, 0]","[0, 60, 51]","[1, 52, 51]","[1, 569, 52]","[0, 52, 103]","[0, 1500, 111]","[0, 924, 111]","[1, 52, 111]","[1, 52, 111]","[1, 116, 118]",420
1047,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 569, 58]","[0, 52, 117]","[0, 1500, 121]","[0, 926, 121]","[1, 52, 121]","[1, 52, 121]","[1, 116, 131]",420
1048,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 569, 55]","[0, 52, 113]","[0, 1500, 113]","[1, 52, 113]","[0, 925, 113]","[1, 52, 113]","[1, 116, 168]",420
1049,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 569, 61]","[0, 52, 120]","[0, 1500, 126]","[1, 52, 126]","[0, 925, 126]","[1, 52, 126]","[1, 116, 136]",420
1050,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 629, 55]","[0, 52, 110]","[0, 1500, 112]","[1, 52, 113]","[0, 1001, 113]","[1, 52, 113]","[1, 116, 120]",420
1051,"[1, 64, 0]","[0, 60, 88]","[1, 52, 88]","[1, 569, 89]","[0, 52, 150]","[0, 1500, 153]","[0, 925, 153]","[1, 52, 153]","[1, 52, 153]","[1, 116, 162]",420
1052,"[1, 64, 0]","[0, 60, 79]","[1, 52, 79]","[1, 570, 80]","[0, 52, 136]","[0, 1500, 139]","[1, 52, 139]","[0, 1000, 139]","[1, 52, 139]","[1, 116, 145]",420
1053,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 569, 57]","[0, 52, 115]","[0, 1500, 121]","[0, 925, 121]","[1, 52, 121]","[1, 52, 121]","[1, 116, 127]",420
1054,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 661, 55]","[0, 52, 109]","[0, 1500, 114]","[1, 52, 114]","[0, 1000, 115]","[1, 52, 115]","[1, 116, 150]",420
1055,"[1, 64, 0]","[0, 60, 55]","[1, 52, 55]","[1, 569, 56]","[0, 52, 139]","[0, 1500, 144]","[1, 52, 144]","[0, 925, 144]","[1, 52, 144]","[1, 116, 154]",420
1056,"[1, 64, 0]","[0, 60, 60]","[1, 52, 60]","[1, 569, 61]","[0, 52, 123]","[0, 1500, 125]","[0, 925, 125]","[1, 52, 125]","[1, 52, 125]","[1, 116, 143]",420
1057,"[1, 64, 0]","[0, 60, 90]","[1, 52, 90]","[1, 569, 94]","[0, 52, 158]","[0, 1500, 158]","[1, 52, 158]","[0, 924, 158]","[1, 52, 158]","[1, 116, 163]",420
1058,"[1, 64, 0]","[0, 60, 63]","[1, 52, 63]","[1, 569, 64]","[0, 52, 119]","[0, 1500, 122]","[0, 926, 122]","[1, 52, 122]","[1, 52, 122]","[1, 116, 136]",420
1059,"[1, 64, 0]","[0, 60, 56]","[1, 52, 56]","[1, 569, 58]","[0, 52, 112]","[0, 1500, 117]","[1, 52, 117]","[0, 925, 117]","[1, 52, 117]","[1, 116, 129]",420
1060,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 569, 58]","[0, 52, 115]","[0, 1500, 120]","[1, 52, 120]","[0, 925, 120]","[1, 52, 120]","[1, 116, 126]",420
1061,"[1, 64, 0]","[0, 60, 53]","[1, 52, 53]","[1, 629, 55]","[0, 52, 113]","[0, 1500, 113]","[0, 999, 113]","[1, 52, 114]","[1, 52, 114]","[1, 116, 122]",420
1062,"[1, 64, 0]","[0, 60, 59]","[1, 52, 59]","[1, 629, 60]","[0, 52, 114]","[0, 1500, 116]","[0, 1000, 116]","[1, 52, 116]","[1, 52, 116]","[1, 116, 126]",420
1063,"[1, 64, 0]","[0, 60, 54]","[1, 52, 54]","[1, 569, 54]","[0, 52, 111]","[0, 1500, 113]","[0, 925, 113]","[1, 52, 113]","[1, 52, 113]","[1, 116, 119]",420
1064,"[1, 64, 0]","[0, 60, 54]","[1, 52, 55]","[1, 569, 57]","[0, 52, 112]","[0, 1500, 117]","[0, 925, 117]","[1, 52, 117]","[1, 52, 117]","[1, 116, 130]",420
1065,"[1, 64, 0]","[0, 60, 62]","[1, 52, 63]","[1, 570, 63]","[0, 52, 118]","[0, 1500, 122]","[1, 52, 122]","[0, 1000, 123]","[1, 52, 123]","[1, 116, 131]",420
1066,"[1, 64, 0]","[0, 60, 54]","[1, 52, 55]","[1, 569, 57]","[0, 52, 111]","[0, 1500, 116]","[0, 924, 116]","[1, 52, 116]","[1, 52, 116]","[1, 116, 123]",420
1067,"[1, 64, 0]","[0, 60, 57]","[1, 52, 57]","[1, 569, 58]","[0, 52, 115]","[0, 1500, 119]","[0, 926, 119]","[1, 52, 119]","[1, 52, 119]","[1, 116, 132]",420
1068,"[1, 64, 0]","[0, 60, 78]","[1, 52, 78]","[1, 569, 79]","[0, 52, 132]","[0, 1500, 141]","[0, 925, 141]","[1, 52, 141]","[1, 52, 141]","[1, 116, 152]",420
1069,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 629, 53]","[0, 52, 113]","[0, 1500, 116]","[1, 52, 116]","[0, 1001, 116]","[1, 52, 116]","[1, 116, 122]",420
1070,"[1, 64, 0]","[0, 60, 53]","[1, 52, 53]","[1, 629, 54]","[0, 52, 109]","[0, 1500, 113]","[0, 999, 113]","[1, 52, 113]","[1, 52, 113]","[1, 116, 124]",420
1071,"[1, 64, 0]","[0, 60, 56]","[1, 52, 57]","[1, 569, 57]","[0, 52, 111]","[0, 1500, 115]","[1, 52, 115]","[0, 925, 116]","[1, 52, 116]","[1, 116, 125]",420
1072,"[1, 64, 0]","[0, 60, 52]","[1, 52, 52]","[1, 569, 53]","[0, 52, 104]","[0, 1500, 108]","[1, 52, 108]","[0, 925, 110]","[1, 52, 110]","[1, 116, 122]",420
